No.	TOKEN	NE-TAG	NE-EMB	GND-ID	url_id	left	right	top	bottom
0	als	O	O	-	0	1291	1331	2192	2219
0	Herr	O	O	-	0	274	337	2225	2257
0	Lopere	B-PER	O	-	0	353	449	2224	2256
0	,	O	O	-	0	353	449	2224	2256
0	welche	O	O	-	0	467	549	2225	2254
0	beinahe	O	O	-	0	567	666	2225	2255
0	eben	O	O	-	0	683	739	2226	2253
0	ſo	O	O	-	0	757	781	2226	2255
0	große	O	O	-	0	800	873	2225	2257
0	RNaucher	O	O	-	0	889	982	2226	2257
0	ſein	O	O	-	0	984	1061	2225	2257
0	ſollen	O	O	-	0	1079	1160	2225	2257
0	,	O	O	-	0	1079	1160	2225	2257
0	dürften	O	O	-	0	1178	1273	2226	2256
0	ſich	O	O	-	0	1292	1331	2225	2257
0	beim	O	O	-	0	275	337	2257	2285
0	Parlamentsbier	O	O	-	0	363	578	2257	2295
0	ſolcher	O	O	-	0	606	698	2258	2291
0	Pfeife	O	O	-	0	716	811	2257	2290
0	nicht	O	O	-	0	825	886	2258	2290
0	ſchümen	O	O	-	0	912	1023	2259	2290
0	.	O	O	-	0	912	1023	2259	2290
0		O	O	-	0	1056	1137	2258	2286
0	Allein	O	O	-	0	1056	1137	2258	2286
0	Herr	O	O	-	0	1165	1227	2258	2291
0	Lepöre	B-PER	O	-	0	1244	1331	2258	2290
0	übertreibt	O	O	-	0	275	403	2290	2318
0	es	O	O	-	0	421	448	2293	2318
0	in	O	O	-	0	466	491	2290	2318
0	ſeiner	O	O	-	0	510	584	2290	2323
0	Leidenſchaft	O	O	-	0	601	774	2290	2323
0	;	O	O	-	0	601	774	2290	2323
0	er	O	O	-	0	804	828	2299	2318
0	bringt	O	O	-	0	845	926	2291	2324
0	die	O	O	-	0	942	979	2292	2319
0	Pfeife	O	O	-	0	997	1077	2291	2329
0	und	O	O	-	0	1095	1144	2291	2318
0	den	O	O	-	0	1161	1205	2290	2319
0	Tabaks	O	O	-	0	1222	1332	2289	2318
0	—	O	O	-	0	1222	1332	2289	2318
0	bejiſchen	O	O	-	0	275	385	2388	2420
0	Unſitte	O	O	-	0	402	491	2389	2420
0	bes	O	O	-	0	518	560	2390	2417
0	Rauchens	O	O	-	0	579	708	2390	2419
0	iſt	O	O	-	0	735	770	2390	2421
0	,	O	O	-	0	735	770	2390	2421
0	will	O	O	-	0	798	849	2390	2417
0	über	O	O	-	0	866	924	2391	2417
0	das	O	O	-	0	940	987	2390	2417
0	ſaloppe	O	O	-	0	1006	1102	2390	2422
0	und	O	O	-	0	1127	1160	2397	2417
0	burſchikoſe	O	O	-	0	1163	1331	2390	2422
0	Weſen	O	O	-	0	275	358	2421	2453
0	ſeines	O	O	-	0	375	450	2421	2454
0	Kollegen	O	O	-	0	469	584	2422	2455
0	ſchier	O	O	-	0	602	670	2423	2454
0	aus	O	O	-	0	701	750	2426	2450
0	dem	O	O	-	0	779	831	2423	2450
0	Miniſterfrack	O	O	-	0	851	1024	2423	2454
0	fahren	O	O	-	0	1049	1142	2423	2455
0	.	O	O	-	0	1049	1142	2423	2455
0		O	O	-	0	1184	1270	2422	2455
0	Indeß	O	O	-	0	1184	1270	2422	2455
0	des	O	O	-	0	1288	1330	2424	2450
0	FKtammerpräſidenten	O	O	-	0	274	537	2455	2487
0	Wille	O	O	-	0	555	629	2455	2483
0	iſt	O	O	-	0	646	674	2455	2485
0	zur	O	O	-	0	692	734	2462	2488
0	Zeit	O	O	-	0	750	806	2455	2488
0	noch	O	O	-	0	822	879	2457	2488
0	ſtärker	O	O	-	0	898	989	2456	2488
0	,	O	O	-	0	898	989	2456	2488
0	als	O	O	-	0	1017	1059	2456	2484
0	des	O	O	-	0	1077	1119	2457	2484
0	Kabinetspräſi	O	O	-	0	1138	1330	2456	2488
0	—	O	O	-	0	1138	1330	2456	2488
0	Teufelskrautes	O	O	-	0	274	475	2552	2584
0	alle	O	O	-	0	493	540	2553	2581
0	Akten	O	O	-	0	558	631	2554	2581
0	zu	O	O	-	0	650	678	2561	2586
0	ſchwängern	O	O	-	0	696	852	2554	2587
0	,	O	O	-	0	696	852	2554	2587
0	die	O	O	-	0	871	907	2555	2582
0	durch	O	O	-	0	925	994	2555	2587
0	ſeine	O	O	-	0	1012	1073	2555	2587
0	Hände	O	O	-	0	1090	1175	2555	2587
0	gehen	O	O	-	0	1193	1275	2555	2587
0	.	O	O	-	0	1193	1275	2555	2587
0	nämlich	O	O	-	0	276	377	1863	1895
0	allerlei	O	O	-	0	395	486	1863	1891
0	Gewohnheiten	O	O	-	0	504	695	1863	1894
0	aus	O	O	-	0	712	761	1867	1891
0	ſeiner	O	O	-	0	779	854	1864	1896
0	fidelen	O	O	-	0	871	956	1863	1896
0	Studentenzeit	O	O	-	0	974	1160	1863	1895
0	beibehalten	O	O	-	0	1180	1331	1863	1895
0	,	O	O	-	0	1180	1331	1863	1895
0	unter	O	O	-	0	276	348	1897	1924
0	Anderen	O	O	-	0	365	476	1897	1924
0	die	O	O	-	0	505	541	1896	1924
0	des	O	O	-	0	570	613	1897	1924
0	Rauchens	O	O	-	0	631	799	1896	1928
0	.	O	O	-	0	631	799	1896	1928
0		O	O	-	0	832	886	1896	1925
0	Und	O	O	-	0	832	886	1896	1925
0	wenn	O	O	-	0	903	954	1902	1924
0	er	O	O	-	0	956	1001	1904	1924
0	wenigſtens	O	O	-	0	1004	1177	1895	1928
0	noch	O	O	-	0	1204	1260	1896	1928
0	gute	O	O	-	0	1279	1331	1897	1928
0	beutel	O	O	-	0	275	352	2323	2350
0	mit	O	O	-	0	371	415	2323	2351
0	in	O	O	-	0	434	460	2323	2351
0	den	O	O	-	0	478	521	2324	2351
0	Miniſterrath	O	O	-	0	539	719	2324	2355
0	,	O	O	-	0	539	719	2324	2355
0	und	O	O	-	0	736	785	2325	2351
0	Freycinet	B-PER	O	-	0	803	937	2324	2357
0	,	B-PER	O	-	0	803	937	2324	2357
0	der	O	O	-	0	965	1005	2325	2352
0	ein	O	O	-	0	1027	1065	2332	2352
0	pedantiſch	O	O	-	0	1082	1212	2324	2357
0	ſtrenger	O	O	-	0	1231	1332	2324	2356
0	Gentleman	O	O	-	0	277	433	2355	2387
0	,	O	O	-	0	277	433	2355	2387
0	ein	O	O	-	0	450	489	2355	2383
0	Muſter	O	O	-	0	507	602	2356	2387
0	ariſtokratiſcher	O	O	-	0	620	817	2355	2389
0	Eleganz	O	O	-	0	830	937	2357	2389
0	und	O	O	-	0	955	1004	2358	2385
0	ein	O	O	-	0	1030	1069	2357	2385
0	Todfeind	O	O	-	0	1087	1209	2357	2387
0	der	O	O	-	0	1227	1253	2357	2384
0	ple	O	O	-	0	1255	1331	2358	2389
0	—	O	O	-	0	1255	1331	2358	2389
0	denten	O	O	-	0	274	359	2487	2515
0	Widerwille	O	O	-	0	376	532	2487	2519
0	,	O	O	-	0	376	532	2487	2519
0	und	O	O	-	0	561	611	2488	2515
0	ſo	O	O	-	0	639	664	2488	2520
0	wird	O	O	-	0	693	753	2488	2516
0	denn	O	O	-	0	761	841	2488	2516
0	vor	O	O	-	0	867	911	2494	2516
0	der	O	O	-	0	937	977	2489	2517
0	Hand	O	O	-	0	994	1067	2489	2521
0	Herr	O	O	-	0	1085	1148	2489	2521
0	Lepéère	B-PER	O	-	0	1165	1244	2489	2520
0	fort	O	O	-	0	1245	1330	2489	2521
0	—	O	O	-	0	1245	1330	2489	2521
0	fahren	O	O	-	0	274	367	2520	2552
0	,	O	O	-	0	274	367	2520	2552
0	im	O	O	-	0	386	420	2520	2548
0	Kounſeil	O	O	-	0	437	536	2520	2553
0	ſeinen	O	O	-	0	554	632	2520	2552
0	„	O	O	-	0	645	786	2521	2553
0	Caporal	O	O	-	0	645	786	2521	2553
0	“	O	O	-	0	645	786	2521	2553
0	zu	O	O	-	0	806	834	2528	2553
0	qualmen	O	O	-	0	852	965	2522	2552
0	und	O	O	-	0	983	1032	2523	2550
0	mit	O	O	-	0	1050	1095	2522	2550
0	dem	O	O	-	0	1113	1152	2523	2549
0	Duft	O	O	-	0	1149	1229	2522	2553
0	dieſes	O	O	-	0	1232	1329	2521	2553
0	Da	O	O	-	0	322	349	2601	2629
0	ich	O	O	-	0	351	416	2601	2633
0	ſo	O	O	-	0	442	466	2601	2634
0	viel	O	O	-	0	491	538	2602	2630
0	von	O	O	-	0	555	604	2607	2631
0	den	O	O	-	0	630	675	2603	2631
0	alten	O	O	-	0	698	763	2603	2631
0	Miniſtern	O	O	-	0	781	912	2603	2635
0	geſprochen	O	O	-	0	930	1075	2604	2636
0	,	O	O	-	0	930	1075	2604	2636
0	laſſen	O	O	-	0	1103	1176	2604	2636
0	Sie	O	O	-	0	1195	1243	2603	2632
0	mich	O	O	-	0	1272	1328	2603	2636
0	raſch	O	O	-	0	273	336	2633	2666
0	noch	O	O	-	0	354	409	2636	2663
0	etwas	O	O	-	0	428	506	2637	2661
0	von	O	O	-	0	526	571	2643	2661
0	den	O	O	-	0	590	634	2638	2662
0	neuen	O	O	-	0	653	729	2643	2663
0	ſagen	O	O	-	0	747	824	2637	2667
0	,	O	O	-	0	747	824	2637	2667
0	ehe	O	O	-	0	854	893	2636	2667
0	der	O	O	-	0	919	960	2636	2663
0	Metteur	O	O	-	0	985	1094	2637	2664
0	mir	O	O	-	0	1119	1167	2637	2664
0	die	O	O	-	0	1183	1220	2637	2664
0	Spalte	O	O	-	0	1239	1328	2636	2667
0	bekannt	O	O	-	0	273	381	2731	2762
0	,	O	O	-	0	273	381	2731	2762
0	weil	O	O	-	0	399	469	2732	2759
0	er	O	O	-	0	486	512	2739	2759
0	Senator	O	O	-	0	530	642	2732	2760
0	iſt	O	O	-	0	659	687	2732	2765
0	und	O	O	-	0	704	753	2734	2760
0	obwohl	O	O	-	0	771	879	2734	2765
0	er	O	O	-	0	887	923	2734	2761
0	ſchon	O	O	-	0	926	1021	2735	2765
0	einmal	O	O	-	0	1033	1123	2734	2762
0	Miniſter	O	O	-	0	1136	1250	2735	2765
0	war	O	O	-	0	1270	1328	2741	2763
0	.	O	O	-	0	1270	1328	2741	2763
0		O	O	-	0	274	311	2764	2793
0	Er	O	O	-	0	274	311	2764	2793
0	gehörte	O	O	-	0	328	423	2764	2797
0	nämlich	O	O	-	0	440	541	2764	2796
0	der	O	O	-	0	560	600	2765	2792
0	Regierung	O	O	-	0	617	756	2765	2799
0	vom	O	O	-	0	773	829	2771	2793
0	4	O	O	-	0	846	871	2767	2794
0	.	O	O	-	0	846	871	2767	2794
0	September	O	O	-	0	889	1034	2766	2798
0	an	O	O	-	0	1059	1074	2775	2795
0	und	O	O	-	0	1077	1143	2775	2795
0	ſcheint	O	O	-	0	1145	1249	2768	2799
0	ſehr	O	O	-	0	1251	1328	2768	2799
0	ſegensreich	O	O	-	0	274	415	2797	2830
0	gewirkt	O	O	-	0	434	528	2798	2829
0	zu	O	O	-	0	546	574	2805	2830
0	haben	O	O	-	0	592	677	2798	2829
0	,	O	O	-	0	592	677	2798	2829
0	da	O	O	-	0	695	726	2799	2826
0	ſich	O	O	-	0	744	784	2798	2831
0	das	O	O	-	0	803	850	2799	2826
0	Publikum	O	O	-	0	868	1000	2798	2832
0	gar	O	O	-	0	1028	1058	2808	2832
0	nicht	O	O	-	0	1061	1151	2800	2832
0	mehr	O	O	-	0	1168	1235	2802	2832
0	daran	O	O	-	0	1252	1327	2802	2828
0	erinnert	O	O	-	0	274	387	2830	2858
0	.	O	O	-	0	274	387	2830	2858
0		O	O	-	0	421	457	2829	2858
0	Er	O	O	-	0	421	457	2829	2858
0	iſt	O	O	-	0	475	510	2830	2862
0	,	O	O	-	0	475	510	2830	2862
0	um	O	O	-	0	540	582	2838	2858
0	es	O	O	-	0	608	636	2834	2858
0	kurz	O	O	-	0	662	716	2832	2864
0	zu	O	O	-	0	742	771	2838	2864
0	ſagen	O	O	-	0	799	877	2832	2864
0	,	O	O	-	0	799	877	2832	2864
0	der	O	O	-	0	906	945	2833	2860
0	Sohn	O	O	-	0	963	1031	2833	2864
0	ſeines	O	O	-	0	1032	1133	2832	2864
0	Vaters	O	O	-	0	1150	1252	2833	2861
0	.	O	O	-	0	1150	1252	2833	2861
0		O	O	-	0	1286	1327	2834	2861
0	Da	O	O	-	0	1286	1327	2834	2861
0	dieſer	O	O	-	0	273	344	2862	2893
0	Abgeordneter	O	O	-	0	361	540	2863	2895
0	war	O	O	-	0	557	621	2869	2895
0	,	O	O	-	0	557	621	2869	2895
0	der	O	O	-	0	646	687	2864	2892
0	Linken	B-ORG	O	-	0	712	800	2864	2892
0	angehörte	O	O	-	0	827	962	2865	2898
0	,	O	O	-	0	827	962	2865	2898
0	die	O	O	-	0	989	1027	2866	2893
0	ſchönſten	O	O	-	0	1053	1168	2866	2897
0	Weinberge	O	O	-	0	1185	1326	2866	2898
0	und	O	O	-	0	272	322	2896	2923
0	die	O	O	-	0	340	377	2896	2923
0	bedeutendſten	O	O	-	0	393	569	2896	2935
0	Eiſenwerke	O	O	-	0	587	733	2896	2928
0	in	O	O	-	0	750	776	2897	2924
0	Burgund	B-LOC	O	-	0	788	894	2897	2930
0	beſaß	O	O	-	0	896	1005	2898	2929
0	,	O	O	-	0	896	1005	2898	2929
0	ſo	O	O	-	0	1024	1047	2898	2930
0	iſt	O	O	-	0	1064	1093	2898	2929
0	es	O	O	-	0	1111	1138	2903	2926
0	ſeinem	O	O	-	0	1152	1237	2899	2931
0	Erben	O	O	-	0	1247	1325	2899	2927
0	ein	O	O	-	0	273	312	2927	2955
0	Leichtes	O	O	-	0	329	443	2928	2961
0	,	O	O	-	0	329	443	2928	2961
0	ihm	O	O	-	0	453	503	2929	2960
0	in	O	O	-	0	522	546	2936	2957
0	allen	O	O	-	0	565	629	2930	2957
0	dieſen	O	O	-	0	646	721	2929	2961
0	Stücken	O	O	-	0	732	835	2929	2958
0	nachzuahmen	O	O	-	0	853	1037	2932	2963
0	.	O	O	-	0	853	1037	2932	2963
0		O	O	-	0	1062	1111	2932	2959
0	Als	O	O	-	0	1062	1111	2932	2959
0	er	O	O	-	0	1130	1154	2939	2959
0	jünger	O	O	-	0	1171	1256	2932	2964
0	war	O	O	-	0	1268	1325	2938	2964
0	,	O	O	-	0	1268	1325	2938	2964
0	hieß	O	O	-	0	272	327	2960	2993
0	er	O	O	-	0	346	370	2968	2989
0	der	O	O	-	0	386	426	2962	2989
0	„	O	O	-	0	444	553	2961	2994
0	ſchöne	O	O	-	0	444	553	2961	2994
0	“	O	O	-	0	444	553	2961	2994
0	Magnin	O	O	-	0	564	674	2962	2995
0	,	O	O	-	0	564	674	2962	2995
0	ſeit	O	O	-	0	676	742	2963	2995
0	ihn	O	O	-	0	760	802	2963	2995
0	aber	O	O	-	0	820	877	2963	2991
0	die	O	O	-	0	895	931	2965	2991
0	Rehläuſe	O	O	-	0	943	1059	2964	2996
0	plagen	O	O	-	0	1071	1159	2966	2996
0	—	O	O	-	0	1170	1202	2979	2983
0	worüber	O	O	-	0	1214	1326	2966	2993
0	ihm	O	O	-	0	271	323	2992	3025
0	graue	O	O	-	0	340	413	3001	3026
0	Haare	O	O	-	0	430	512	2994	3027
0	wachſen	O	O	-	0	540	642	2995	3027
0	—	O	O	-	0	660	693	3010	3014
0	iſt	O	O	-	0	710	738	2996	3027
0	es	O	O	-	0	765	792	2999	3023
0	mit	O	O	-	0	821	866	2996	3024
0	der	O	O	-	0	894	935	2997	3024
0	Schönheit	O	O	-	0	961	1095	2997	3027
0	vorbei	O	O	-	0	1121	1211	2998	3026
0	.	O	O	-	0	1121	1211	2998	3026
0		O	O	-	0	1250	1326	2998	3026
0	Seine	O	O	-	0	1250	1326	2998	3026
0	es	O	O	-	0	274	301	3194	3216
0	heißt	O	O	-	0	320	392	3190	3227
0	,	O	O	-	0	320	392	3190	3227
0	daß	O	O	-	0	410	458	3191	3221
0	dieſer	O	O	-	0	484	556	3191	3222
0	bereits	O	O	-	0	582	670	3191	3219
0	in	O	O	-	0	690	715	3192	3218
0	der	O	O	-	0	733	773	3192	3219
0	Perſon	O	O	-	0	796	887	3192	3224
0	des	O	O	-	0	906	948	3193	3219
0	Deputirlen	O	O	-	0	966	1112	3192	3224
0	Wilſon	B-PER	O	-	0	1130	1265	3193	3227
0	,	O	O	-	0	1130	1265	3193	3227
0	des	O	O	-	0	1283	1324	3195	3222
0	„	O	O	-	0	273	392	3222	3253
0	kleinen	O	O	-	0	273	392	3222	3253
0	“	O	O	-	0	273	392	3222	3253
0	Wilſon	B-PER	O	-	0	410	515	3223	3254
0	,	O	O	-	0	410	515	3223	3254
0	wie	O	O	-	0	534	578	3223	3250
0	man	O	O	-	0	596	654	3231	3250
0	ihn	O	O	-	0	674	715	3223	3254
0	in	O	O	-	0	733	759	3223	3251
0	den	O	O	-	0	776	820	3224	3251
0	Couloirs	O	O	-	0	838	958	3224	3252
0	betitelt	O	O	-	0	977	1075	3226	3257
0	,	O	O	-	0	977	1075	3226	3257
0	gefunden	O	O	-	0	1092	1202	3226	3257
0	ſei	O	O	-	0	1203	1266	3226	3257
0	.	O	O	-	0	1203	1266	3226	3257
0		O	O	-	0	320	377	3254	3281
0	Den	O	O	-	0	320	377	3254	3281
0	Beinamen	O	O	-	0	395	531	3255	3282
0	des	O	O	-	0	557	599	3256	3282
0	„	O	O	-	0	628	759	3256	3287
0	Kleinen	O	O	-	0	628	759	3256	3287
0	“	O	O	-	0	628	759	3256	3287
0	hat	O	O	-	0	787	830	3257	3287
0	er	O	O	-	0	856	881	3264	3284
0	vor	O	O	-	0	904	947	3262	3284
0	neun	O	O	-	0	965	1028	3265	3284
0	Jahren	O	O	-	0	1045	1135	3258	3290
0	erhalten	O	O	-	0	1136	1277	3259	3290
0	,	O	O	-	0	1136	1277	3259	3290
0	da	O	O	-	0	1294	1323	3259	3285
0	er	O	O	-	0	271	297	3292	3313
0	als	O	O	-	0	314	354	3286	3313
0	junger	O	O	-	0	372	458	3285	3320
0	Lebemann	O	O	-	0	482	611	3287	3314
0	ſich	O	O	-	0	613	688	3287	3320
0	unter	O	O	-	0	713	783	3289	3315
0	die	O	O	-	0	808	845	3288	3315
0	Parlamentarier	O	O	-	0	863	1073	3289	3321
0	miſchte	O	O	-	0	1089	1197	3290	3327
0	.	O	O	-	0	1089	1197	3290	3327
0		O	O	-	0	1222	1257	3291	3319
0	Er	O	O	-	0	1222	1257	3291	3319
0	war	O	O	-	0	1274	1325	3296	3319
0	bis	O	O	-	0	273	314	3318	3346
0	dahin	O	O	-	0	333	406	3318	3351
0	ein	O	O	-	0	419	471	3318	3347
0	Dandy	O	O	-	0	488	581	3319	3352
0	von	O	O	-	0	608	656	3325	3347
0	der	O	O	-	0	681	722	3320	3348
0	wildeſten	O	O	-	0	747	865	3320	3351
0	Sorte	O	O	-	0	889	968	3321	3349
0	geweſen	O	O	-	0	985	1095	3323	3355
0	,	O	O	-	0	985	1095	3323	3355
0	einer	O	O	-	0	1112	1176	3331	3351
0	jeuner	O	O	-	0	1193	1256	3324	3355
0	vor	O	O	-	0	1273	1324	3331	3352
0	—	O	O	-	0	1273	1324	3331	3352
0	nehmen	O	O	-	0	272	373	3351	3382
0	jungen	O	O	-	0	402	493	3351	3385
0	Wüſtlinge	O	O	-	0	511	654	3352	3385
0	,	O	O	-	0	511	654	3352	3385
0	deren	O	O	-	0	682	751	3353	3381
0	Haupt	O	O	-	0	768	854	3353	3386
0	und	O	O	-	0	871	921	3356	3382
0	Vorbild	O	O	-	0	939	1043	3355	3383
0	neben	O	O	-	0	1066	1140	3356	3390
0	dem	O	O	-	0	1162	1214	3357	3384
0	Herzog	B-PER	O	-	0	1231	1323	3357	3390
0	von	I-PER	O	-	0	273	321	3388	3411
0	Grammont	I-PER	O	-	0	349	657	3384	3417
0	-⸗	I-PER	O	-	0	349	657	3384	3417
0	Caderouſſe	B-PER	O	-	0	349	657	3384	3417
0	Prinz	B-PER	O	-	0	685	763	3386	3419
0	von	I-PER	O	-	0	781	829	3392	3414
0	Oranien	I-PER	O	-	0	847	960	3387	3415
0	war	O	O	-	0	989	1027	3394	3416
0	und	O	O	-	0	1030	1090	3396	3415
0	zu	O	O	-	0	1093	1145	3389	3421
0	deren	O	O	-	0	1146	1231	3390	3417
0	über	O	O	-	0	1233	1324	3391	3417
0	—	O	O	-	0	1233	1324	3391	3417
0	lebenden	O	O	-	0	270	383	3416	3444
0	traurigen	O	O	-	0	411	536	3419	3450
0	Berühmtheiten	O	O	-	0	565	763	3418	3450
0	der	O	O	-	0	793	834	3420	3446
0	Marquis	B-PER	O	-	0	852	972	3420	3453
0	de	I-PER	O	-	0	997	1024	3421	3448
0	Caux	I-PER	O	-	0	1042	1119	3421	3453
0	,	O	O	-	0	1042	1119	3421	3453
0	der	O	O	-	0	1147	1188	3423	3449
0	Gatte	O	O	-	0	1205	1282	3423	3451
0	in	O	O	-	0	1298	1321	3424	3449
0	partibus	O	O	-	0	269	382	3451	3482
0	von	O	O	-	0	400	447	3454	3478
0	Adelina	B-PER	O	-	0	465	569	3450	3478
0	Patti	I-PER	O	-	0	587	666	3451	3484
0	,	O	O	-	0	587	666	3451	3484
0	gehört	O	O	-	0	685	778	3451	3484
0	.	O	O	-	0	685	778	3451	3484
0		O	O	-	0	812	868	3452	3479
0	Aus	O	O	-	0	812	868	3452	3479
0	dieſem	O	O	-	0	895	977	3453	3485
0	Strudel	O	O	-	0	995	1101	3454	3481
0	riß	O	O	-	0	1117	1155	3454	3485
0	den	O	O	-	0	1174	1218	3456	3482
0	jungen	O	O	-	0	1236	1322	3455	3487
0	Wilſon	O	O	-	0	271	366	3481	3513
0	der	O	O	-	0	383	424	3482	3510
0	Ktrieg	O	O	-	0	429	522	3483	3516
0	,	O	O	-	0	429	522	3483	3516
0	worauf	O	O	-	0	541	639	3483	3515
0	ſeine	O	O	-	0	656	715	3483	3512
0	Schweſter	O	O	-	0	734	871	3484	3517
0	,	O	O	-	0	734	871	3484	3517
0	die	O	O	-	0	890	926	3485	3512
0	durch	O	O	-	0	949	1018	3486	3517
0	Reichthum	O	O	-	0	1036	1175	3487	3519
0	wie	O	O	-	0	1193	1224	3488	3516
0	durch	O	O	-	0	1227	1322	3489	3519
0	von	O	O	-	0	266	315	3914	3937
0	„	O	O	-	0	334	605	3909	3944
0	Richter⸗	O	O	-	0	334	605	3909	3944
0	-	O	O	-	0	334	605	3909	3944
0	Hagen	O	O	-	0	334	605	3909	3944
0	“	O	O	-	0	334	605	3909	3944
0	,	O	O	-	0	334	605	3909	3944
0	er	O	O	-	0	642	667	3919	3939
0	iſt	O	O	-	0	696	722	3911	3944
0	der	O	O	-	0	751	792	3912	3939
0	ſiändige	O	O	-	0	809	914	3912	3946
0	Budget⸗	O	O	-	0	943	1254	3913	3946
0	Berichterſtatter	O	O	-	0	943	1254	3913	3946
0	und	O	O	-	0	1273	1321	3918	3944
0	Schönheit	O	O	-	0	271	407	3514	3547
0	gleich	O	O	-	0	424	494	3516	3553
0	ausgezeichnete	O	O	-	0	513	703	3517	3550
0	Madame	O	O	-	0	721	840	3517	3545
0	Pelouze	B-PER	O	-	0	863	976	3518	3551
0	,	O	O	-	0	863	976	3518	3551
0	ihn	O	O	-	0	1006	1048	3519	3551
0	durch	O	O	-	0	1066	1134	3520	3550
0	ihre	O	O	-	0	1153	1202	3521	3552
0	Bauern	O	O	-	0	1220	1320	3521	3549
0	will	O	O	-	0	268	320	3613	3642
0	wiſſen	O	O	-	0	337	425	3613	3646
0	,	O	O	-	0	337	425	3613	3646
0	daß	O	O	-	0	443	490	3614	3645
0	Madame	O	O	-	0	501	605	3614	3643
0	Pelouze	B-PER	O	-	0	609	747	3615	3648
0	,	O	O	-	0	609	747	3615	3648
0	die	O	O	-	0	765	801	3615	3643
0	reizende	O	O	-	0	813	918	3616	3649
0	und	O	O	-	0	935	984	3618	3645
0	begüterte	O	O	-	0	997	1114	3619	3650
0	junge	O	O	-	0	1130	1203	3619	3651
0	Witlwe	O	O	-	0	1215	1321	3619	3651
0	,	O	O	-	0	1215	1321	3619	3651
0	zu	O	O	-	0	269	298	3653	3679
0	dem	O	O	-	0	314	367	3646	3674
0	Präſidenten	O	O	-	0	385	544	3646	3679
0	Gréëvy	B-PER	O	-	0	570	657	3648	3681
0	in	O	O	-	0	676	702	3648	3675
0	intimſten	O	O	-	0	718	846	3647	3679
0	Beziehungen	O	O	-	0	863	1032	3650	3682
0	ſtehe	O	O	-	0	1058	1126	3651	3682
0	,	O	O	-	0	1058	1126	3651	3682
0	und	O	O	-	0	1152	1202	3654	3680
0	daß	O	O	-	0	1219	1249	3653	3680
0	die	O	O	-	0	1252	1319	3653	3682
0	raſche	O	O	-	0	268	343	3678	3710
0	Karrière	O	O	-	0	360	482	3679	3712
0	,	O	O	-	0	360	482	3679	3712
0	die	O	O	-	0	500	537	3680	3707
0	der	O	O	-	0	562	603	3681	3708
0	„	O	O	-	0	621	714	3681	3712
0	keine	O	O	-	0	621	714	3681	3712
0	“	O	O	-	0	621	714	3681	3712
0	Wilſon	O	O	-	0	740	837	3681	3710
0	ſeit	O	O	-	0	863	903	3682	3715
0	1871	O	O	-	0	927	990	3685	3711
0	.	O	O	-	0	1000	1119	3686	3715
0	gemacht	O	O	-	0	1000	1119	3686	3715
0	,	O	O	-	0	1000	1119	3686	3715
0	weſentlich	O	O	-	0	1137	1264	3685	3715
0	der	O	O	-	0	1282	1320	3686	3712
0	Protektion	O	O	-	0	268	410	3711	3744
0	des	O	O	-	0	437	491	3713	3740
0	Herrn	O	O	-	0	504	584	3713	3746
0	Groͤvy	B-PER	O	-	0	602	688	3713	3745
0	zu	O	O	-	0	697	734	3721	3752
0	verdanken	O	O	-	0	752	882	3715	3743
0	ſei	O	O	-	0	900	937	3715	3747
0	.	O	O	-	0	900	937	3715	3747
0		O	O	-	0	979	1000	3716	3744
0	An	O	O	-	0	979	1000	3716	3744
0	ſich	O	O	-	0	1003	1078	3717	3748
0	iſt	O	O	-	0	1097	1124	3717	3750
0	letztere	O	O	-	0	1141	1225	3720	3750
0	That	O	O	-	0	1243	1320	3718	3748
0	—	O	O	-	0	1243	1320	3718	3748
0	ſache	O	O	-	0	267	328	3744	3777
0	gewiß	O	O	-	0	346	425	3745	3778
0	richtig	O	O	-	0	443	534	3746	3779
0	,	O	O	-	0	443	534	3746	3779
0	aber	O	O	-	0	551	608	3748	3774
0	es	O	O	-	0	625	652	3750	3774
0	ware	O	O	-	0	671	735	3752	3774
0	ungerecht	O	O	-	0	752	883	3749	3780
0	,	O	O	-	0	752	883	3749	3780
0	das	O	O	-	0	901	948	3748	3776
0	eigene	O	O	-	0	971	1050	3750	3782
0	Verdienſt	O	O	-	0	1067	1192	3749	3782
0	Wilſons	B-PER	O	-	0	1209	1320	3751	3782
0	zu	O	O	-	0	267	297	3784	3811
0	unterſchätzen	O	O	-	0	313	487	3778	3811
0	,	O	O	-	0	313	487	3778	3811
0	der	O	O	-	0	514	555	3780	3807
0	es	O	O	-	0	579	606	3782	3807
0	verſtanden	O	O	-	0	626	771	3780	3812
0	,	O	O	-	0	626	771	3780	3812
0	ſich	O	O	-	0	798	839	3780	3813
0	in	O	O	-	0	865	891	3781	3809
0	der	O	O	-	0	908	949	3782	3809
0	Kammer	O	O	-	0	966	1082	3782	3810
0	eine	O	O	-	0	1104	1154	3784	3811
0	Spezialität	O	O	-	0	1173	1319	3784	3817
0	meux	O	O	-	0	266	334	3883	3910
0	iſt	O	O	-	0	351	378	3876	3907
0	nämlich	O	O	-	0	404	506	3877	3906
0	heute	O	O	-	0	538	605	3879	3909
0	unter	O	O	-	0	638	709	3879	3906
0	den	O	O	-	0	734	777	3879	3906
0	franzöſiſchen	O	O	-	0	812	980	3876	3912
0	Deputirten	O	O	-	0	1010	1156	3881	3912
